"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","url","response","question_order","view_history","success","timeout","failed_images","failed_audio","failed_video","stimulus","block","trial_number","jar","bead","previous_bead","choice","correct","highH_score","lowH_score","state","rewarded","state1_action","state2_visited","state1_key","state2_key","state1_rt","state2_rt","two_arm_score_block1","block_num","seq_file","trial_seq_info","two_arm_score_block2","two_arm_score_total","total_bonus"
"image-keyboard-response","34","355054","0.0-4.0-4.0-1.0-2.6","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","35","355947","0.0-4.0-4.0-1.0-0.7","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","890","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","7","1","1","2","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","36","356250","0.0-4.0-4.0-1.0-1.7","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","37","356752","0.0-4.0-4.0-1.0-2.7","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","38","357584","0.0-4.0-4.0-1.0-0.8","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","829","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","8","1","1","1","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","39","357886","0.0-4.0-4.0-1.0-1.8","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","40","358389","0.0-4.0-4.0-1.0-2.8","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","41","359226","0.0-4.0-4.0-1.0-0.9","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","834","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","9","2","2","1","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","42","359530","0.0-4.0-4.0-1.0-1.9","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","43","360032","0.0-4.0-4.0-1.0-2.9","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","44","361052","0.0-4.0-4.0-1.0-0.10","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","1007","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","10","2","1","2","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","45","361356","0.0-4.0-4.0-1.0-1.10","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","46","361859","0.0-4.0-4.0-1.0-2.10","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","47","362533","0.0-4.0-4.0-1.0-0.11","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","672","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","11","2","2","1","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","48","362836","0.0-4.0-4.0-1.0-1.11","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","49","363339","0.0-4.0-4.0-1.0-2.11","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","50","364096","0.0-4.0-4.0-1.0-0.12","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","754","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","12","2","2","2","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","51","364399","0.0-4.0-4.0-1.0-1.12","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","52","364902","0.0-4.0-4.0-1.0-2.12","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","53","366980","0.0-4.0-4.0-1.0-0.13","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","2076","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","13","2","2","2","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","54","367292","0.0-4.0-4.0-1.0-1.13","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","55","367795","0.0-4.0-4.0-1.0-2.13","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","56","368578","0.0-4.0-4.0-1.0-0.14","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","781","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","14","2","2","2","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","57","368881","0.0-4.0-4.0-1.0-1.14","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","58","369384","0.0-4.0-4.0-1.0-2.14","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","59","370013","0.0-4.0-4.0-1.0-0.15","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","627","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","15","1","1","2","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","60","370316","0.0-4.0-4.0-1.0-1.15","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","61","370819","0.0-4.0-4.0-1.0-2.15","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","62","371586","0.0-4.0-4.0-1.0-0.16","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","764","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","16","1","2","1","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","63","371889","0.0-4.0-4.0-1.0-1.16","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","64","372392","0.0-4.0-4.0-1.0-2.16","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","65","373091","0.0-4.0-4.0-1.0-0.17","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","697","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","17","1","1","2","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","66","373395","0.0-4.0-4.0-1.0-1.17","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","67","373898","0.0-4.0-4.0-1.0-2.17","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","68","374645","0.0-4.0-4.0-1.0-0.18","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","745","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","18","1","1","1","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","69","374948","0.0-4.0-4.0-1.0-1.18","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","70","375451","0.0-4.0-4.0-1.0-2.18","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","71","376228","0.0-4.0-4.0-1.0-0.19","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","774","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","19","1","1","1","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","72","376530","0.0-4.0-4.0-1.0-1.19","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","73","377033","0.0-4.0-4.0-1.0-2.19","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","74","383059","0.0-4.0-4.0-2.0","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","6024",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","75","495858","0.0-4.0-5.0","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","112797","","","","[{""page_index"":0,""viewing_time"":98125},{""page_index"":1,""viewing_time"":14671}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","76","1027919","0.0-4.0-6.0-0.0","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","532059",""," ","","","","","","","","<div align=center>In this block, there will be a <b>99%</b> chance that the jar on the next trial will be different from the jar on the current trial.<br><br></div>","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","77","1029509","0.0-4.0-6.0-1.0-0.0","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","1587","","f","","","","","","","","./tasks/HMM-beads/Images/NoChoice.png","highH","0","1","1","0","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","78","1029813","0.0-4.0-6.0-1.0-1.0","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","79","1030316","0.0-4.0-6.0-1.0-2.0","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","80","1031764","0.0-4.0-6.0-1.0-0.1","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","1446","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","1","2","2","1","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","81","1032068","0.0-4.0-6.0-1.0-1.1","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","82","1032571","0.0-4.0-6.0-1.0-2.1","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","83","1034461","0.0-4.0-6.0-1.0-0.2","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","1887","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","2","1","1","2","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","84","1034764","0.0-4.0-6.0-1.0-1.2","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","85","1035267","0.0-4.0-6.0-1.0-2.2","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","86","1036243","0.0-4.0-6.0-1.0-0.3","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","973","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","3","2","2","1","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","87","1036546","0.0-4.0-6.0-1.0-1.3","5fd6ebe9b77a3d65df0c0674","63690f60c96a0a9a64b48fbd","63691953923e988ada92a355","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
