"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","url","response","question_order","view_history","success","timeout","failed_images","failed_audio","failed_video","stimulus","block","trial_number","state","choice","rewarded","state1_action","state2_visited","state1_key","state2_key","state1_rt","state2_rt","two_arm_score_block1","block_num","seq_file","trial_seq_info","two_arm_score_block2","two_arm_score_total","jar","bead","previous_bead","correct","lowH_score","highH_score","total_bonus"
"image-keyboard-response","3448","2080313","0.0-7.0-8.0-1.0-0.250","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","380","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","250","","2","","","","","","","","","","","","","","2","2","1","true","","",""
"image-keyboard-response","3449","2080621","0.0-7.0-8.0-1.0-1.250","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3450","2081139","0.0-7.0-8.0-1.0-2.250","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3451","2081840","0.0-7.0-8.0-1.0-0.251","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","698","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","251","","1","","","","","","","","","","","","","","1","1","2","true","","",""
"image-keyboard-response","3452","2082151","0.0-7.0-8.0-1.0-1.251","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3453","2082654","0.0-7.0-8.0-1.0-2.251","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3454","2083009","0.0-7.0-8.0-1.0-0.252","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","352","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","252","","2","","","","","","","","","","","","","","2","2","1","true","","",""
"image-keyboard-response","3455","2083316","0.0-7.0-8.0-1.0-1.252","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3456","2083835","0.0-7.0-8.0-1.0-2.252","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3457","2084141","0.0-7.0-8.0-1.0-0.253","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","302","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","253","","1","","","","","","","","","","","","","","1","1","2","true","","",""
"image-keyboard-response","3458","2084456","0.0-7.0-8.0-1.0-1.253","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3459","2084968","0.0-7.0-8.0-1.0-2.253","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3460","2085467","0.0-7.0-8.0-1.0-0.254","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","495","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","254","","2","","","","","","","","","","","","","","2","2","1","true","","",""
"image-keyboard-response","3461","2085780","0.0-7.0-8.0-1.0-1.254","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3462","2086316","0.0-7.0-8.0-1.0-2.254","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3463","2087429","0.0-7.0-8.0-1.0-0.255","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","1110","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","255","","1","","","","","","","","","","","","","","1","1","2","true","","",""
"image-keyboard-response","3464","2087744","0.0-7.0-8.0-1.0-1.255","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3465","2088263","0.0-7.0-8.0-1.0-2.255","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3466","2088710","0.0-7.0-8.0-1.0-0.256","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","444","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","256","","2","","","","","","","","","","","","","","2","2","1","true","","",""
"image-keyboard-response","3467","2089026","0.0-7.0-8.0-1.0-1.256","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3468","2089545","0.0-7.0-8.0-1.0-2.256","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3469","2089914","0.0-7.0-8.0-1.0-0.257","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","366","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","257","","1","","","","","","","","","","","","","","1","2","2","false","","",""
"image-keyboard-response","3470","2090225","0.0-7.0-8.0-1.0-1.257","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3471","2090744","0.0-7.0-8.0-1.0-2.257","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3472","2091061","0.0-7.0-8.0-1.0-0.258","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","314","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","258","","1","","","","","","","","","","","","","","2","2","2","false","","",""
"image-keyboard-response","3473","2091389","0.0-7.0-8.0-1.0-1.258","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3474","2091893","0.0-7.0-8.0-1.0-2.258","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3475","2092354","0.0-7.0-8.0-1.0-0.259","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","457","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","259","","1","","","","","","","","","","","","","","1","2","2","false","","",""
"image-keyboard-response","3476","2092672","0.0-7.0-8.0-1.0-1.259","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3477","2093191","0.0-7.0-8.0-1.0-2.259","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3478","2093583","0.0-7.0-8.0-1.0-0.260","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","388","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","260","","1","","","","","","","","","","","","","","2","1","2","true","","",""
"image-keyboard-response","3479","2093887","0.0-7.0-8.0-1.0-1.260","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3480","2094394","0.0-7.0-8.0-1.0-2.260","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3481","2094753","0.0-7.0-8.0-1.0-0.261","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","355","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","261","","2","","","","","","","","","","","","","","1","1","1","false","","",""
"image-keyboard-response","3482","2095068","0.0-7.0-8.0-1.0-1.261","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3483","2095572","0.0-7.0-8.0-1.0-2.261","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3484","2096068","0.0-7.0-8.0-1.0-0.262","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","493","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","262","","2","","","","","","","","","","","","","","2","2","1","true","","",""
"image-keyboard-response","3485","2096376","0.0-7.0-8.0-1.0-1.262","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3486","2096887","0.0-7.0-8.0-1.0-2.262","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3487","2097545","0.0-7.0-8.0-1.0-0.263","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","654","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","263","","1","","","","","","","","","","","","","","1","1","2","true","","",""
"image-keyboard-response","3488","2097850","0.0-7.0-8.0-1.0-1.263","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3489","2098368","0.0-7.0-8.0-1.0-2.263","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3490","2098813","0.0-7.0-8.0-1.0-0.264","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","441","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","264","","2","","","","","","","","","","","","","","2","2","1","true","","",""
"image-keyboard-response","3491","2099132","0.0-7.0-8.0-1.0-1.264","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3492","2099650","0.0-7.0-8.0-1.0-2.264","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3493","2101764","0.0-7.0-8.0-1.0-0.265","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","2069","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","265","","1","","","","","","","","","","","","","","1","1","2","true","","",""
"image-keyboard-response","3494","2102078","0.0-7.0-8.0-1.0-1.265","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3495","2102596","0.0-7.0-8.0-1.0-2.265","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3496","2102852","0.0-7.0-8.0-1.0-0.266","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","252","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","266","","2","","","","","","","","","","","","","","2","2","1","true","","",""
"image-keyboard-response","3497","2103167","0.0-7.0-8.0-1.0-1.266","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3498","2103679","0.0-7.0-8.0-1.0-2.266","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3499","2104319","0.0-7.0-8.0-1.0-0.267","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","637","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","267","","1","","","","","","","","","","","","","","1","1","2","true","","",""
"image-keyboard-response","3500","2104625","0.0-7.0-8.0-1.0-1.267","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3501","2105144","0.0-7.0-8.0-1.0-2.267","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","3502","2105462","0.0-7.0-8.0-1.0-0.268","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","315","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","268","","2","","","","","","","","","","","","","","2","2","1","true","","",""
"image-keyboard-response","3503","2105773","0.0-7.0-8.0-1.0-1.268","57bfc1beef05670001ee84c2","63690f60c96a0a9a64b48fbc","63691ee35f372d705b0c692b","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
