"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","url","response","question_order","view_history","success","timeout","failed_images","failed_audio","failed_video","stimulus","block","trial_number","jar","bead","previous_bead","choice","correct","lowH_score","highH_score","state","rewarded","state1_action","state2_visited","state1_key","state2_key","state1_rt","state2_rt","block_num","seq_file","trial_seq_info","two_arm_score_block1","two_arm_score_block2","two_arm_score_total","total_bonus"
"image-keyboard-response","25","169485","0.0-4.0-4.0-1.0-1.3","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","26","170013","0.0-4.0-4.0-1.0-2.3","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","27","172237","0.0-4.0-4.0-1.0-0.4","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","2216","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","4","1","2","1","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","28","172548","0.0-4.0-4.0-1.0-1.4","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","29","173060","0.0-4.0-4.0-1.0-2.4","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","30","176420","0.0-4.0-4.0-1.0-0.5","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","3355","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","5","1","1","2","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","31","176732","0.0-4.0-4.0-1.0-1.5","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","32","177244","0.0-4.0-4.0-1.0-2.5","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","33","178086","0.0-4.0-4.0-1.0-0.6","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","837","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","6","1","2","1","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","34","178397","0.0-4.0-4.0-1.0-1.6","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","35","178909","0.0-4.0-4.0-1.0-2.6","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","36","180559","0.0-4.0-4.0-1.0-0.7","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","1647","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","7","1","1","2","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","37","180868","0.0-4.0-4.0-1.0-1.7","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","38","181381","0.0-4.0-4.0-1.0-2.7","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","39","182429","0.0-4.0-4.0-1.0-0.8","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","1010","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","8","1","1","1","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","40","182740","0.0-4.0-4.0-1.0-1.8","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","41","183252","0.0-4.0-4.0-1.0-2.8","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","42","184722","0.0-4.0-4.0-1.0-0.9","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","1466","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","9","2","2","1","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","43","185028","0.0-4.0-4.0-1.0-1.9","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","44","185540","0.0-4.0-4.0-1.0-2.9","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","45","185780","0.0-4.0-4.0-1.0-0.10","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","236","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","10","2","1","2","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","46","186085","0.0-4.0-4.0-1.0-1.10","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","47","186596","0.0-4.0-4.0-1.0-2.10","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","48","186883","0.0-4.0-4.0-1.0-0.11","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","283","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","11","2","2","1","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","49","187188","0.0-4.0-4.0-1.0-1.11","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","50","187701","0.0-4.0-4.0-1.0-2.11","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","51","188233","0.0-4.0-4.0-1.0-0.12","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","528","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","12","2","2","2","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","52","188556","0.0-4.0-4.0-1.0-1.12","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","53","189068","0.0-4.0-4.0-1.0-2.12","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","54","189290","0.0-4.0-4.0-1.0-0.13","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","218","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","13","2","2","2","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","55","189596","0.0-4.0-4.0-1.0-1.13","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","56","190109","0.0-4.0-4.0-1.0-2.13","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","57","190685","0.0-4.0-4.0-1.0-0.14","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","572","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","14","2","2","2","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","58","190997","0.0-4.0-4.0-1.0-1.14","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","59","191508","0.0-4.0-4.0-1.0-2.14","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","60","191563","0.0-4.0-4.0-1.0-0.15","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","50","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","15","1","1","2","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","61","191868","0.0-4.0-4.0-1.0-1.15","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","62","192380","0.0-4.0-4.0-1.0-2.15","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","63","195771","0.0-4.0-4.0-1.0-0.16","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","3366","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","16","1","2","1","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","64","196077","0.0-4.0-4.0-1.0-1.16","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","65","196588","0.0-4.0-4.0-1.0-2.16","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","66","196826","0.0-4.0-4.0-1.0-0.17","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","234","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","17","1","1","2","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","67","197133","0.0-4.0-4.0-1.0-1.17","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","68","197652","0.0-4.0-4.0-1.0-2.17","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","69","212579","0.0-4.0-4.0-1.0-0.18","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","14922","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","18","1","1","1","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","70","212884","0.0-4.0-4.0-1.0-1.18","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","71","213397","0.0-4.0-4.0-1.0-2.18","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","72","216674","0.0-4.0-4.0-1.0-0.19","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","3273","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","19","1","1","1","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","73","216981","0.0-4.0-4.0-1.0-1.19","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","74","217492","0.0-4.0-4.0-1.0-2.19","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","75","245654","0.0-4.0-4.0-2.0","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","28159",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","76","358841","0.0-4.0-5.0","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","113185","","","","[{""page_index"":0,""viewing_time"":108841},{""page_index"":1,""viewing_time"":4343}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","77","364025","0.0-4.0-6.0-0.0","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","5181",""," ","","","","","","","","<div align=center>In this block, there will be a <b>1% chance</b> that the jar on the next trial will be different from the jar on the current trial.<br><br></div>","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","78","365534","0.0-4.0-6.0-1.0-0.0","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","1505","","f","","","","","","","","./tasks/HMM-beads/Images/NoChoice.png","lowH","0","2","2","0","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","79","365844","0.0-4.0-6.0-1.0-1.0","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","80","366357","0.0-4.0-6.0-1.0-2.0","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","81","367355","0.0-4.0-6.0-1.0-0.1","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","994","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","1","2","2","2","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","82","367660","0.0-4.0-6.0-1.0-1.1","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","83","368173","0.0-4.0-6.0-1.0-2.1","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","84","368233","0.0-4.0-6.0-1.0-0.2","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","56","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","2","2","2","2","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","85","368540","0.0-4.0-6.0-1.0-1.2","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","86","369053","0.0-4.0-6.0-1.0-2.2","5d45c2d1da9cb60015aa4312","63690f60c96a0a9a64b48fbd","63691e56cdcd807a533d595e","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
