"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","url","response","question_order","view_history","success","timeout","failed_images","failed_audio","failed_video","stimulus","block","trial_number","jar","bead","previous_bead","choice","correct"
"image-keyboard-response","14","36668","0.0-4.0-4.0-1.0-0.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","1611","","f","","","","","","","","./tasks/HMM-beads/Images/NoChoice.png","practice","0","1","1","0","1","true"
"image-keyboard-response","15","36975","0.0-4.0-4.0-1.0-1.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","",""
"image-keyboard-response","16","37485","0.0-4.0-4.0-1.0-2.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","17","37529","0.0-4.0-4.0-1.0-0.1","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","39","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","1","1","1","1","2","false"
"image-keyboard-response","18","37841","0.0-4.0-4.0-1.0-1.1","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","19","38351","0.0-4.0-4.0-1.0-2.1","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","",""
"image-keyboard-response","20","38423","0.0-4.0-4.0-1.0-0.2","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","72","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","2","1","2","1","2","true"
"image-keyboard-response","21","38739","0.0-4.0-4.0-1.0-1.2","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","22","39252","0.0-4.0-4.0-1.0-2.2","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","23","39270","0.0-4.0-4.0-1.0-0.3","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","13","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","3","1","1","2","2","false"
"image-keyboard-response","24","39575","0.0-4.0-4.0-1.0-1.3","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","25","40087","0.0-4.0-4.0-1.0-2.3","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","",""
"image-keyboard-response","26","40201","0.0-4.0-4.0-1.0-0.4","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","113","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","4","1","2","1","2","true"
"image-keyboard-response","27","40505","0.0-4.0-4.0-1.0-1.4","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","28","41006","0.0-4.0-4.0-1.0-2.4","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","29","41165","0.0-4.0-4.0-1.0-0.5","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","159","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","5","1","1","2","2","false"
"image-keyboard-response","30","41473","0.0-4.0-4.0-1.0-1.5","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","31","41984","0.0-4.0-4.0-1.0-2.5","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","",""
"image-keyboard-response","32","42152","0.0-4.0-4.0-1.0-0.6","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","169","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","6","1","2","1","2","true"
"image-keyboard-response","33","42466","0.0-4.0-4.0-1.0-1.6","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","34","42974","0.0-4.0-4.0-1.0-2.6","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","35","43096","0.0-4.0-4.0-1.0-0.7","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","121","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","7","1","1","2","2","false"
"image-keyboard-response","36","43406","0.0-4.0-4.0-1.0-1.7","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","37","43914","0.0-4.0-4.0-1.0-2.7","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","",""
"image-keyboard-response","38","44061","0.0-4.0-4.0-1.0-0.8","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","146","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","8","1","1","1","2","false"
"image-keyboard-response","39","44363","0.0-4.0-4.0-1.0-1.8","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","40","44874","0.0-4.0-4.0-1.0-2.8","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","",""
"image-keyboard-response","41","44961","0.0-4.0-4.0-1.0-0.9","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","87","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","9","2","2","1","2","true"
"image-keyboard-response","42","45264","0.0-4.0-4.0-1.0-1.9","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","43","45774","0.0-4.0-4.0-1.0-2.9","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","44","45885","0.0-4.0-4.0-1.0-0.10","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","109","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","10","2","1","2","2","false"
"image-keyboard-response","45","46195","0.0-4.0-4.0-1.0-1.10","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","46","46706","0.0-4.0-4.0-1.0-2.10","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","",""
"image-keyboard-response","47","46828","0.0-4.0-4.0-1.0-0.11","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","120","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","11","2","2","1","2","true"
"image-keyboard-response","48","47142","0.0-4.0-4.0-1.0-1.11","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","49","47656","0.0-4.0-4.0-1.0-2.11","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","50","47748","0.0-4.0-4.0-1.0-0.12","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","92","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","12","2","2","2","2","true"
"image-keyboard-response","51","48057","0.0-4.0-4.0-1.0-1.12","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","52","48567","0.0-4.0-4.0-1.0-2.12","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","53","48693","0.0-4.0-4.0-1.0-0.13","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","126","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","13","2","2","2","2","true"
"image-keyboard-response","54","49002","0.0-4.0-4.0-1.0-1.13","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","55","49514","0.0-4.0-4.0-1.0-2.13","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","56","49594","0.0-4.0-4.0-1.0-0.14","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","78","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","14","2","2","2","2","true"
"image-keyboard-response","57","49905","0.0-4.0-4.0-1.0-1.14","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","58","50413","0.0-4.0-4.0-1.0-2.14","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","59","50558","0.0-4.0-4.0-1.0-0.15","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","144","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","15","1","1","2","2","false"
"image-keyboard-response","60","50863","0.0-4.0-4.0-1.0-1.15","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","61","51374","0.0-4.0-4.0-1.0-2.15","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","",""
"image-keyboard-response","62","51415","0.0-4.0-4.0-1.0-0.16","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","41","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","16","1","2","1","2","true"
"image-keyboard-response","63","51717","0.0-4.0-4.0-1.0-1.16","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","64","52231","0.0-4.0-4.0-1.0-2.16","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","65","52273","0.0-4.0-4.0-1.0-0.17","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","41","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","practice","17","1","1","2","2","false"
"image-keyboard-response","66","52585","0.0-4.0-4.0-1.0-1.17","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","67","53097","0.0-4.0-4.0-1.0-2.17","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","",""
"image-keyboard-response","68","53174","0.0-4.0-4.0-1.0-0.18","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","76","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","18","1","1","1","2","false"
"image-keyboard-response","69","53483","0.0-4.0-4.0-1.0-1.18","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","70","53994","0.0-4.0-4.0-1.0-2.18","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","",""
"image-keyboard-response","71","54030","0.0-4.0-4.0-1.0-0.19","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","35","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","19","1","1","1","2","false"
"image-keyboard-response","72","54338","0.0-4.0-4.0-1.0-1.19","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","73","54847","0.0-4.0-4.0-1.0-2.19","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","",""
"html-keyboard-response","74","55808","0.0-4.0-4.0-2.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","959",""," ","","","","","","","","","","","","","","",""
"instructions","75","56943","0.0-4.0-5.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","1133","","","","[{""page_index"":0,""viewing_time"":952},{""page_index"":1,""viewing_time"":181}]","","","","","","","","","","","","",""
"html-keyboard-response","76","57562","0.0-4.0-6.0-0.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","619",""," ","","","","","","","","<div align=center>In this block, there will be a <b>1% chance</b> that the jar on the next trial will be different from the jar on the current trial.<br><br></div>","","","","","","",""
"image-keyboard-response","77","57963","0.0-4.0-6.0-1.0-0.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","400","","j","","","","","","","","./tasks/HMM-beads/Images/NoChoice.png","lowH","0","2","2","0","2","true"
"image-keyboard-response","78","58276","0.0-4.0-6.0-1.0-1.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","79","58788","0.0-4.0-6.0-1.0-2.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","80","58845","0.0-4.0-6.0-1.0-0.1","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","54","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","1","2","2","2","2","true"
"image-keyboard-response","81","59157","0.0-4.0-6.0-1.0-1.1","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","82","59666","0.0-4.0-6.0-1.0-2.1","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","83","59702","0.0-4.0-6.0-1.0-0.2","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","34","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","2","2","2","2","2","true"
"image-keyboard-response","84","60007","0.0-4.0-6.0-1.0-1.2","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","85","60516","0.0-4.0-6.0-1.0-2.2","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","86","60601","0.0-4.0-6.0-1.0-0.3","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","85","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","3","2","2","2","2","true"
"image-keyboard-response","87","60917","0.0-4.0-6.0-1.0-1.3","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","88","61429","0.0-4.0-6.0-1.0-2.3","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","89","61436","0.0-4.0-6.0-1.0-0.4","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","6","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","4","2","1","2","2","false"
"image-keyboard-response","90","61740","0.0-4.0-6.0-1.0-1.4","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","91","62252","0.0-4.0-6.0-1.0-2.4","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","",""
"image-keyboard-response","92","62294","0.0-4.0-6.0-1.0-0.5","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","42","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","5","2","2","1","2","true"
"image-keyboard-response","93","62608","0.0-4.0-6.0-1.0-1.5","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","94","63115","0.0-4.0-6.0-1.0-2.5","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","95","63507","0.0-4.0-6.0-1.0-0.6","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","391","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","6","2","2","2","2","true"
"image-keyboard-response","96","63810","0.0-4.0-6.0-1.0-1.6","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","97","64322","0.0-4.0-6.0-1.0-2.6","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","98","64407","0.0-4.0-6.0-1.0-0.7","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","84","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","7","2","2","2","2","true"
"image-keyboard-response","99","64712","0.0-4.0-6.0-1.0-1.7","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","100","65226","0.0-4.0-6.0-1.0-2.7","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","101","65372","0.0-4.0-6.0-1.0-0.8","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","145","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","8","2","2","2","2","true"
"image-keyboard-response","102","65673","0.0-4.0-6.0-1.0-1.8","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","103","66185","0.0-4.0-6.0-1.0-2.8","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","104","66317","0.0-4.0-6.0-1.0-0.9","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","132","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","9","2","2","2","2","true"
"image-keyboard-response","105","66620","0.0-4.0-6.0-1.0-1.9","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","106","67132","0.0-4.0-6.0-1.0-2.9","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","107","67219","0.0-4.0-6.0-1.0-0.10","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","85","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","10","2","2","2","2","true"
"image-keyboard-response","108","67535","0.0-4.0-6.0-1.0-1.10","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","109","68043","0.0-4.0-6.0-1.0-2.10","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
